"MARKETCAP","NAME","TICKER"
"6601699080","Carlisle Companies Inc","CSL"
"349000000","Castlight Health Inc","CSLT"
"2848560000","Cornerstone OnDemand Inc","CSOD"
"52622700","CSP Inc","CSPI"
"127764000","CSS Industries Inc","CSS"
"107646793","Chicken Soup for The Soul Entertainment Inc","CSSE"
"107646793","Chicken Soup for The Soul Entertainment Inc","CSSEP"
"216262541","Capstar Financial Holdings Inc","CSTR"
"267584070","Capital Senior Living Corp","CSU"
"376029450","Carriage Services Inc","CSV"
"795263980","CSW Industrials Inc","CSWI"
"60516960000","CSX Corp","CSX"
"19997375300","Cintas Corp","CTAS"
"1241229960","Cooper Tire & Rubber Co","CTB"
"811859580","Community Trust Bancorp Inc","CTBI"
"38819360","Auxilio Inc","CTEK"
"73854830","Computer Task Group Inc","CTG"
"18381555","Charles & Colvard Ltd","CTHR"
"13643553","CTI Industries Corp","CTIB"
"113564360","CTi Biopharma Corp","CTIC"
"22482607665","CenturyLink Inc","CTL"
"5653220819","Catalent Inc","CTLT"
"607791928","CytomX Therapeutics Inc","CTMX"
"338341538","Consolidated-Tomoka Land Co","CTO"
"1341509310","CareTrust REIT Inc","CTRE"
"760476630","Control4 Corp","CTRL"
"349404071","Citi Trends Inc","CTRN"
"3926918","ContraVir Pharmaceuticals Inc","CTRV"
"1033435560","CTS Corp","CTS"
"41910720000","Cognizant Technology Solutions Corp","CTSH"
"330786000","Cytosorbents Corp","CTSO"
"521076000","CatchMark Timber Trust Inc","CTT"
"836657767","Connecticut Water Service Inc","CTWS"
"18126000","Citius Pharmaceuticals Inc","CTXR"
"18126000","Citius Pharmaceuticals Inc","CTXRW"
"15778090560","Citrix Systems Inc","CTXS"
"1863621920","Cubic Corp","CUB"
"5105751410","CubeSmart","CUBE"
"737040252","Customers Bancorp Inc","CUBI"
"737040252","Customers Bancorp Inc","CUBIpC"
"737040252","Customers Bancorp Inc","CUBIpD"
"737040252","Customers Bancorp Inc","CUBIpE"
"737040252","Customers Bancorp Inc","CUBIpF"
"59640000","CUI Global Inc","CUI"
"297990000","Culp Inc","CULP"
"27098000","Continental Materials Corp","CUO"
"17111430","Neuralstem Inc","CUR"
"1180221640","Curo Group Holdings Corp","CURO"
"311194300","Cutera Inc","CUTR"
"3723533710","Cousins Properties Inc","CUZ"
"2104700000","Covanta Holding Corp","CVA"
"2587354000","CVB Financial Corp","CVBF"
"1996353815","Cavco Industries Inc","CVCO"
"286003622","Central Valley Community Bancorp","CVCY"
"625109940","Civeo Corp","CVEO"
"2389739000","Convergys Corp","CVG"
"244104000","Commercial Vehicle Group Inc","CVGI"
"1687072760","Calavo Growers Inc","CVGW"
"3375648000","CVR Energy Inc","CVI"
"1030577800","Covia Holdings Corp","CVIA"
"2717910000","CommVault Systems Inc","CVLT"
"278767720","Codorus Valley Bancorp Inc","CVLY"
"61443286","CEL-SCI Corp","CVM"
"61443286","CEL-SCI Corp","CVM.WS"
"1301215200","Carvana Co","CVNA"
"659628000","Forum Merger Corp","CVON"
"1586930","Cenveo Inc","CVOVQ"
"30874004","Chicago Rivet & Machine Co","CVR"
"2672936000","CVR Refining LP","CVRR"
"222125000","Corindus Vascular Robotics Inc","CVRS"
"80269300000","CVS Health Corp","CVS"
"178438519500","Citigroup Inc","C.VS"
"473933700","Covenant Transportation Group Inc","CVTI"
"79564173","CPI Aerostructures Inc","CVU"
"40473058","CVD Equipment Corp","CVV"
"236203432410","Chevron Corp","CVX"
"5448831900","Curtiss-Wright Corp","CW"
"115671915","Coastway Bancorp Inc","CWAY"
"104568000","Community West Bancshares","CWBC"
"161435000","CohBar Inc","CWBR"
"200445929","Consolidated Water Co Ltd","CWCO"
"1894223760","Camping World Holdings Inc","CWH"
"178438519500","Citigroup Inc","C.WS.A"
"1254460540","Casella Waste Systems Inc","CWST"
"2043102500","California Water Service Group","CWT"
"214505200","China XD Plastics Co Ltd","CXDC"
"22715879900","Concho Resources Inc","CXO"
"2639321514","Columbia Property Trust Inc","CXP"
"2839176700","CoreCivic Inc","CXW"
"4913721267","Cypress Semiconductor Corp","CY"
"18974800","Cyanotech Corp","CYAN"
"124562400","CyberOptics Corp","CYBE"
"16301810","Cyclacel Pharmaceuticals Inc","CYCC"
"16301810","Cyclacel Pharmaceuticals Inc","CYCCP"
"178438519500","Citigroup Inc","CYGXL"
"312561105","Community Health Systems Inc","CYH"
"312561105","Community Health Systems Inc","CYHHZ"
"320100000","Cryoport Inc","CYRX"
"320100000","Cryoport Inc","CYRXW"
"408780000","Cytokinetics Inc","CYTK"
"30401000","CytRx Corp","CYTR"
"2232620","Cytori Therapeutics Inc","CYTX"
"2232620","Cytori Therapeutics Inc","CYTXW"
"2232620","Cytori Therapeutics Inc","CYTXZ"
"66358371","Citizens First Corp","CZFC"
"341818559","Citizens & Northern Corp","CZNC"
"6423300000","Caesars Entertainment Corp","CZR"
"87444000","Citizens Community Bancorp Inc","CZWI"
"47837184000","Dominion Energy Inc","D"
"37145000","Data I/O Corp","DAIO"
"330404470","Daktronics Inc","DAKT"
"34750000000","Delta Air Lines Inc","DAL"
"2499290000","Dana Inc","DAN"
"10696000","Dare Bioscience Inc","DARE"
"7987828640","Tableau Software Inc","DATA"
"57869250","Famous Dave's of America Inc","DAVE"
"326800000","Diebold Nixdorf Inc","DBD"
"9393100000","Dropbox Inc","DBX"
"4080800","Dropcar Inc","DCAR"
"7186392000","Donaldson Company Inc","DCI"
"450255640","Ducommun Inc","DCO"
"678512515","Dime Community Bancshares Inc","DCOM"
"6169065000","DCP Midstream LP","DCP"
"977284000","Deciphera Pharmaceuticals Inc","DCPH"
"6169065000","DCP Midstream LP","DCPpB"
"47837184000","Dominion Energy Inc","DCUD"
"1854792000","3D Systems Corp","DDD"
"81766440","Dover Downs Gaming & Entertainment Inc","DDE"
"2073683500","DDR Corp","DDR"
"2073683500","DDR Corp","DDRpA"
"2073683500","DDR Corp","DDRpJ"
"2073683500","DDR Corp","DDRpK"
"2036552000","Dillard's Inc","DDS"
"2036552000","Dillard's Inc","DDT"
"48576800000","Deere & Co","DE"
"901441658","Easterly Government Properties Inc","DEA"
"3125050560","Deckers Outdoor Corp","DECK"
"6344663440","Douglas Emmett Inc","DEI"
"936372480","Denny's Corp","DENN"
"487410000","Dermira Inc","DERM"
"60544740","Destination Maternity Corp","DEST"
"675478912","Dean Foods Co","DF"
"56897202","Differential Brands Group Inc","DFBG"
"18196568","Diffusion Pharmaceuticals Inc","DFFN"
"574600000","Donnelley Financial Solutions Inc","DFIN"
"165155585","Del Frisco's Restaurant Group Inc","DFRG"
"26430600000","Discover Financial Services","DFS"
"28331300520","Dollar General Corp","DG"
"337957630","Donegal Group Inc","DGICA"
"337957630","Donegal Group Inc","DGICB"
"336777320","Digi International Inc","DGII"
"20674854","Digital Ally Inc","DGLY"
"16376690","DGSE Companies Inc","DGSE"
"14425420000","Quest Diagnostics Inc","DGX"
"129168000","Ditech Holding Corp","DHCP"
"129168000","Ditech Holding Corp","DHCP.WS.A"
"129168000","Ditech Holding Corp","DHCP.WS.B"
"15527700000","D.R. Horton Inc","DHI"
"597312775","Diamond Hill Investment Group Inc","DHIL"
"73674480000","Danaher Corp","DHR"
"88674040","DHI Group Inc","DHX"
"1391304450","Dine Brands Global Inc","DIN"
"1522744160","Diodes Inc","DIOD"
"170067940000","Walt Disney Co","DIS"
"22826720000","Discovery Inc","DISCA"
"22826720000","Discovery Inc","DISCB"
"22826720000","Discovery Inc","DISCK"
"17408231145","DISH Network Corp","DISH"
"54703822","AMCON Distributing Co","DIT"
"331800000","Daily Journal Corp","DJCO"
"2487921098","Delek US Holdings Inc","DK"
"784514352","Delek Logistics Partners LP","DKL"
"3335302590","Dick's Sporting Goods Inc","DKS"
"129142240","Delta Apparel Inc","DLA"
"7207360500","Dolby Laboratories Inc","DLB"
"70475480","DLH Holdings Corp","DLHC"
"2103361000","Delphi Technologies PLC","DLPH"
"35921923","Dolphin Digital Media Inc","DLPN"
"35921923","Dolphin Digital Media Inc","DLPNW"
"22827285860","Digital Realty Trust Inc","DLR"
"22827285860","Digital Realty Trust Inc","DLRpC"
"22827285860","Digital Realty Trust Inc","DLRpG"
"22827285860","Digital Realty Trust Inc","DLRpH"
"22827285860","Digital Realty Trust Inc","DLRpI"
"22827285860","Digital Realty Trust Inc","DLRpJ"
"915209290","Duluth Holdings Inc","DLTH"
"20090655000","Dollar Tree Inc","DLTR"
"2572455700","Deluxe Corp","DLX"
"616630000","Dorchester Minerals LP","DMLP"
"284502015","Digimarc Corp","DMRC"
"5293560000","Dun & Bradstreet Corp","DNB"
"160755215","DNB Financial Corp","DNBF"
"5972385550","Dunkin' Brands Group Inc","DNKN"
"1577590720","Denali Therapeutics Inc","DNLI"
"1759496745","NOW Inc","DNOW"
"2749847475","Denbury Resources Inc","DNR"
"2660625440","Diamond Offshore Drilling Inc","DO"
"3156340263","Physicians Realty Trust","DOC"
"1692853929","Masonite International Corp","DOOR"
"2263022860","Dorman Products Inc","DORM"
"12806102220","Dover Corp","DOV"
"562000000","Dova Pharmaceuticals Inc","DOVA"
"1417171266","Diplomat Pharmacy Inc","DPLO"
"17372020","DPW Holdings Inc","DPW"
"11571569533","Domino's Pizza Inc","DPZ"
"25025000","Digirad Corp","DRAD"
"10211159150","Duke Realty Corp","DRE"
"2245424330","DiamondRock Hospitality Co","DRH"
"13494566000","Darden Restaurants Inc","DRI"
"18117000","DarioHealth Corp","DRIO"
"18117000","DarioHealth Corp","DRIOW"
"782974740","DIGITAL RIVER INC /DE","DRIV"
"696920000","Dicerna Pharmaceuticals Inc","DRNA"
"1797244700","Dril-Quip Inc","DRQ"
"154671297","DURECT Corp","DRRX"
"332876207","Drive Shack Inc","DS"
"448742190","Hennessy Capital Acquisition Corp III","DSKE"
"664519389","Blue Bird Corp","DSKEW"
"332876207","Drive Shack Inc","DSpB"
"332876207","Drive Shack Inc","DSpC"
"332876207","Drive Shack Inc","DSpD"
"259243830","DSP Group Inc","DSPG"
"18021158","Document Security Systems Inc","DSS"
"2277118050","DSW Inc","DSW"
"20478340000","DTE Energy Co","DTE"
"146132885","DAVIDsTEA Inc","DTEA"
"9662490","Determine Inc","DTRM"
"20478340000","DTE Energy Co","DTV"
"57847680000","Duke Energy Corp","DUK"
"12751523440","Davita Inc","DVA"
"704250000","Dynavax Technologies Corp","DVAX"
"41914600","Diversicare Healthcare Services Inc","DVCR"
"76230000","Dover Motorsports Inc","DVD"
"18416455000","Dell Technologies Inc","DVMT"
"19302200000","Devon Energy Corp","DVN"
"126263610","Datawatch Corp","DWCH"
"138300672000","DowDuPont Inc","DWDP"
"139217931","Dawson Geophysical Co","DWSN"
"336777000","Dynex Capital Inc","DX"
"24854367200","DXC Technology Co","DXC"
"10571103000","DexCom Inc","DXCM"
"120687600","Destination XL Group Inc","DXLG"
"336777000","Dynex Capital Inc","DXpA"
"336777000","Dynex Capital Inc","DXpB"
"695076440","DXP Enterprises Inc","DXPE"
"21478039","Daxor Corp","DXR"
"26797100","Dixie Group Inc","DXYN"
"2465594097","Dycom Industries Inc","DY"
"13333994864","Vistra Energy Corp","DYNC"
"18942000","Dynatronics Corp","DYNT"
"19804379","Dynasil Corporation of America","DYSL"
"216402560","DASAN Zhone Solutions Inc","DZSI"
"32599600000","Electronic Arts Inc","EA"
"84240000","Easterly Acquisition Corp","EACQ"
"84240000","Easterly Acquisition Corp","EACQU"
"84240000","Easterly Acquisition Corp","EACQW"
"138215061","Ellington Residential Mortgage REIT","EARN"
"40664000","Eastside Distilling Inc","EAST"
"40664000","Eastside Distilling Inc","EASTW"
"2147574880","Brinker International Inc","EAT"
"31866960000","eBay Inc","EBAY"
"507288902","Ennis Inc","EBF"
"2012678640","Ebix Inc","EBIX"
"100829644","Eagle Bancorp Montana Inc","EBMT"
"3174914318","Emergent BioSolutions Inc","EBS"
"893994278","Meridian Bancorp Inc","EBSB"
"387049122","Enterprise Bancorp Inc","EBTC"
"11051898000","Encana Corp","ECA"
"768746224","Echo Global Logistics Inc","ECHO"
"44355759000","Ecolab Inc","ECL"
"1481334240","US Ecology Inc","ECOL"
"343896000","ChannelAdvisor Corp","ECOM"
"818414910","Encore Capital Group Inc","ECPG"
"397045840","Eclipse Resources Corp","ECR"
"1014220000","Endocyte Inc","ECYT"
"24343795000","Consolidated Edison Inc","ED"
"30359476","Edge Therapeutics Inc","EDGE"
"69650460","Edgewater Technology Inc","EDGW"
"1228134560","Editas Medicine Inc","EDIT"
"27600000","Xspand Products Lab Inc","EDNT"
"3205102500","Education Realty Trust Inc","EDR"
"94536842","Educational Development Corp","EDUC"
"2408788569","El Paso Electric Co","EE"
"5938239613","Euronet Worldwide Inc","EEFT"
"53710000","Ecology and Environment Inc","EEI"
"4733680000","Enbridge Energy Partners LP","EEP"
"1141354500","Enbridge Energy Management LLC","EEQ"
"1125941850","Emerald Expositions Events Inc","EEX"
"26831270","Eagle Financial Bancorp Inc","EFBI"
"488437000","Ellington Financial LLC","EFC"
"1434509230","Electronics for Imaging Inc","EFII"
"22464120","Energy Focus Inc","EFOI"
"1208460240","Enterprise Financial Services Corp","EFSC"
"14852076000","Equifax Inc","EFX"
"179851140","eGain Corp","EGAN"
"1741560000","Eagle Bancorp Inc","EGBN"
"268418810","Energy XXI Gulf Coast Inc","EGC"
"1679339880","8x8 Inc","EGHT"
"1229879700","Engility Holdings Inc","EGL"
"384584038","Eagle Bulk Shipping Inc","EGLE"
"17805120","Egalet Corp","EGLT"
"8104350400","Energen Corp","EGN"
"927194730","NIC Inc","EGOV"
"3296716500","Eastgroup Properties Inc","EGP"
"953841567","Eagle Pharmaceuticals Inc","EGRX"
"146634950","VAALCO Energy Inc","EGY"
"7535736000","Encompass Health Corp","EHC"
"541579830","Ehealth Inc","EHTH"
"1480916236","Employers Holdings Inc","EIG"
"1182850062","Endurance International Group Holdings Inc","EIGI"
"124811500","Eiger BioPharmaceuticals Inc","EIGR"
"22939050000","Edison International","EIX"
"122800000","Ekso Bionics Holdings Inc","EKSO"
"49036364000","Estee Lauder Companies Inc","EL"
"602007791","e.l.f. Beauty Inc","ELF"
"152260500","Endologix Inc","ELGX"
"2972662140","Ellie Mae Inc","ELLI"
"53961839","Electromed Inc","ELMD"
"38470740","Echelon Corp","ELON"
"8874691170","Equity LifeStyle Properties Inc","ELS"
"12054100","Electro-Sensors Inc","ELSE"
"310115439","Elevate Credit Inc","ELVT"
"2217712640","Callaway Golf Co","ELY"
"67215797","eMagin Corp","EMAN"
"80733296","Emclaire Financial Corp","EMCF"
"509808000","EMC Insurance Group Inc","EMCI"
"4170221452","EMCOR Group Inc","EME"
"123845123","Emerge Energy Services LP","EMES"
"148163670","EMCORE Corp","EMKR"
"174175757","Eastern Co","EML"
"66116230","Emmis Communications Corp","EMMS"
"11991969000","Eastman Chemical Co","EMN"
"46421397000","Emerson Electric Co","EMR"
"55443450000","Enbridge Inc","ENB"
"3937240060","Endo International PLC","ENDP"
"177705889","Entegra Financial Corp","ENFC"
"25544000","ENGlobal Corp","ENG"
"3022700000","EnLink Midstream LLC","ENLC"
"11013474000","EnLink Midstream Partners LP","ENLK"
"405790000","Enphase Energy Inc","ENPH"
"3612776000","Energizer Holdings Inc","ENR"
"3546838357","EnerSys","ENS"
"2158647290","Ensign Group Inc","ENSG"
"39016135","Enservco Corp","ENSV"
"237762000","Global Eagle Entertainment Inc","ENT"
"1606854735","Enanta Pharmaceuticals Inc","ENTA"
"3812995560","Entegris Inc","ENTG"
"2644254024","Envestnet Inc","ENV"
"897715980","Enova International Inc","ENVA"
"197679000","Enzo Biochem Inc","ENZ"
"73591550000","EOG Resources Inc","EOG"
"6915498370","EPAM Systems Inc","EPAM"
"2519616820","Bottomline Technologies (DE) Inc","EPAY"
"2491560000","Edgewell Personal Care Co","EPC"
"62611710000","Enterprise Products Partners LP","EPD"
"549796000","EP Energy Corp","EPE"
"383212079","Evolution Petroleum Corp","EPM"
"5090284250","EPR Properties","EPR"
"5090284250","EPR Properties","EPRpC"
"5090284250","EPR Properties","EPRpE"
"5090284250","EPR Properties","EPRpG"
"661544800","Epizyme Inc","EPZM"
"583318975","Equity Bancshares Inc","EQBK"
"3619371990","Equity Commonwealth","EQC"
"3619371990","Equity Commonwealth","EQCpD"
"6733608000","EQT GP Holdings LP","EQGP"
"32746171200","Equinix Inc","EQIX"
"5042422000","EQT Midstream Partners LP","EQM"
"24922495000","Equity Residential","EQR"
"12162613980","EQT Corp","EQT"
"258207230","Era Group Inc","ERA"
"3111489953","Eldorado Resorts Inc","ERI"
"37548000","Erie Indemnity Co","ERIE"
"438261460","Energy Recovery Inc","ERII"
"20122132337","Eversource Energy","ES"
"4791573280","Empire State Realty Trust Inc","ESBA"
"178136400","Escalade Inc","ESCA"
"1623930000","ESCO Technologies Inc","ESE"
"18719580","Eco-Stim Energy Solutions Inc","ESES"
"4134039688","Enstar Group Ltd","ESGR"
"4134039688","Enstar Group Ltd","ESGRP"
"556462760","Electro Scientific Industries Inc","ESIO"
"3391218900","Esterline Technologies Corp","ESL"
"13042500","EnSync Inc","ESNC"
"468578250","Essendant Inc","ESND"
"3972380940","Essent Group Ltd","ESNT"
"65987427","Espey MFG and Electronics Corp","ESP"
"1215117000","Esperion Therapeutics Inc","ESPR"
"179293196","Esquire Financial Holdings Inc","ESQ"
"4791573280","Empire State Realty Trust Inc","ESRT"
"53744893800","Express Scripts Holding Co","ESRX"
"16411723457","Essex Property Trust Inc","ESS"
"176984027","ESSA Bancorp Inc","ESSA"
"258492399","Earthstone Energy Inc","ESTE"
"3732688500","Ensco PLC","ESV"
"203671600","Community Bankers Trust Corp","ESXB"
"19805220000","Energy Transfer Equity LP","ETE"
"13476938230","E*TRADE Financial Corp","ETFC"
"535925000","Ethan Allen Interiors Inc","ETH"
"980414076","Entercom Communications Corp","ETM"
"35928568000","Eaton Corporation PLC","ETN"
"15291480000","Entergy Corp","ETR"
"5028347948","Etsy Inc","ETSY"
"5934527350","Eaton Vance Corp","ETV"
"5934527350","Eaton Vance Corp","ETW"
"5934527350","Eaton Vance Corp","EV"
"604868371","Enviva Partners LP","EVA"
"231184841","Evans Bancorp Inc","EVBN"
"409599868","Entravision Communications Corp","EVC"
"81719000","Evofem Biosciences Inc","EVFM"
"1980024805","Evolent Health Inc","EVH"
"833348079","AmSurg Corp","EVHC"
"452400000","Envirostar Inc","EVI"
"47450000","Ever-Glory International Group Inc","EVK"
"79210940","EVINE Live Inc","EVLV"
"44677273","Evoke Pharma Inc","EVOK"
"27036520","Evolving Systems Inc","EVOL"
"4128097870","Evercore Inc","EVR"
"579074400","Everi Holdings Inc","EVRI"
"1647423784","Evertec Inc","EVTC"
"30118360000","Edwards Lifesciences Corp","EW"
"8743546350","East West Bancorp Inc","EWBC"
"8202306000","Exact Sciences Corp","EXAS"
"42384060000","Exelon Corp","EXC"
"5067671430","Exelixis Inc","EXEL"
"2196047826","Exlservice Holdings Inc","EXLS"
"3897283109","Eagle Materials Inc","EXP"
"12214659170","Expeditors International of Washington Inc","EXPD"
"17860767510","Expedia Inc","EXPE"
"2663955225","Exponent Inc","EXPO"
"655646500","Express Inc","EXPR"
"11502124990","Extra Space Storage Inc","EXR"
"955689525","Exterran Corp","EXTN"
"557969585","Extreme Networks Inc","EXTR"
"3125998700","National Vision Holdings Inc","EYE"
"15205100","EyeGate Pharmaceuticals Inc","EYEG"
"15205100","EyeGate Pharmaceuticals Inc","EYEGW"
"39390000","Eyenovia Inc","EYEN"
"103428000","Second Sight Medical Products Inc","EYES"
"103428000","Second Sight Medical Products Inc","EYESW"
"148764000","pSivida Corp","EYPT"
"615181710","EZCORP Inc","EZPW"
"35256105000","Ford Motor Co","F"
"5799508590","First American Financial Corp","FAF"
"12786307740","Diamondback Energy Inc","FANG"
"413313192","Farmer Bros Co","FARM"
"956288520","FARO Technologies Inc","FARO"
"14828231479","Fastenal Co","FAST"
"744462000","Fate Therapeutics Inc","FATE"
"444959469000","Facebook Inc","FB"
"1765817469","Flagstar Bancorp Inc","FBC"
"7152264000","Fortune Brands Home & Security Inc","FBHS"
"55296000","Fortress Biotech Inc","FBIO"
"55296000","Fortress Biotech Inc","FBIOP"
"191957643","First Business Financial Services Inc","FBIZ"
"1137260595","FB Financial Corp","FBK"
"544099016","Foundation Building Materials Inc","FBM"
"502777871","First Bancshares Inc","FBMS"
"1221905951","First Bancorp","FBNC"
"442405809","First Connecticut Bancorp Inc","FBNK"
"1965364070","First Bancorp","FBP"
"98041739","Fauquier Bankshares Inc","FBSS"
"295984800","Franklin Covey Co","FC"
"128979920","First Capital Inc","FCAP"
"2296176024","FCB Financial Holdings Inc","FCB"
"582568298","First Community Bancshares Inc","FCBC"
"175845060","First Community Corp","FCCO"
"169542263","1st Constitution Bancorp","FCCY"
"6679515656","Forest City Realty Trust Inc","FCE.A"
"85003019","FuelCell Energy Inc","FCEL"
"1606996205","First Commonwealth Financial Corp","FCF"
"3323460900","FirstCash Inc","FCFS"
"2560099190","FTI Consulting Inc","FCN"
"5540880000","First Citizens BancShares Inc","FCNCA"
"1581843909","Four Corners Property Trust Inc","FCPT"
"12752096","Fibrocell Science Inc","FCSC"
"18676980000","Freeport-McMoRan Inc","FCX"
"21569940000","First Data Corp","FDC"
"596112280","First Defiance Financial Corp","FDEF"
"1516225360","Fresh Del Monte Produce Inc","FDP"
"8462887680","FactSet Research Systems Inc","FDS"
"59396820000","FedEx Corp","FDX"
"16960800000","FirstEnergy Corp","FE"
"98130991","Frequency Electronics Inc","FEIM"
"2067855000","Franklin Electric Co Inc","FELE"
"562666662","Foresight Energy LP","FELP"
"133254450","FENNEC PHARMACEUTICALS INC.","FENC"
"1087683570","Forum Energy Technologies Inc","FET"
"3122793000","FireEye Inc","FEYE"
"726204847","FutureFuel Corp","FF"
"2875200823","First Financial Bancorp","FFBC"
"67496000","FFBW Inc","FFBW"
"1841585684","FBL Financial Group Inc","FFG"
"687953250","Flushing Financial Corp","FFIC"
"3997026871","First Financial Bankshares Inc","FFIN"
"10436932220","F5 Networks Inc","FFIV"
"162957161","First Financial Northwest Inc","FFNW"
"646228822","First Foundation Inc","FFWM"
"215952000","First Guaranty Bancshares Inc","FGBI"
"4168296000","FibroGen Inc","FGEN"
"169045698","Ferrellgas Partners LP","FGP"
"3628371300","First Hawaiian Inc","FHB"
"5586526260","First Horizon National Corp","FHN"
"5586526260","First Horizon National Corp","FHNpA"
"1827097000","Franks International NV","FI"
"2605036520","First Interstate BancSystem Inc","FIBK"
"6519816030","Fair Isaac Corp","FICO"
"2325828490","Federated Investors Inc","FII"
"34418880000","Fidelity National Information Services Inc","FIS"
"484019580","Financial Institutions Inc","FISI"
"32083620000","Fiserv Inc","FISV"
"1134333660","Fitbit Inc","FIT"
"19480023826","Fifth Third Bancorp","FITB"
"19480023826","Fifth Third Bancorp","FITBI"
"6467697358","Five Below Inc","FIVE"
"1915739000","Five9 Inc","FIVN"
"2003218350","Comfort Systems USA Inc","FIX"
"723856000","Homology Medicines Inc","FIXX"
"4724508705","National Beverage Corp","FIZZ"
"5619629000","Foot Locker Inc","FL"
"279994500","Fluidigm Corp","FLDM"
"6326389010","Flex Ltd","FLEX"
"72392760","Fulgent Genetics Inc","FLGT"
"545951040","First of Long Island Corp","FLIC"
"7898797640","FLIR Systems Inc","FLIR"
"9631010","Flex Pharma Inc","FLKS"
"92349000","Full House Resorts Inc","FLL"
"184544823","Cogint Inc","FLNT"
"4116983755","Flowers Foods Inc","FLO"
"1915589200","SPX FLOW Inc","FLOW"
"7949875560","Fluor Corp","FLR"
"6721456280","Flowserve Corp","FLS"
"19148525120","Fleetcor Technologies Inc","FLT"
"739664900","1-800-Flowers.Com Inc","FLWS"
"697032000","Flexion Therapeutics Inc","FLXN"
"230522090","Flexsteel Industries Inc","FLXS"
"412166703","Farmers & Merchants Bancorp Inc","FMAO"
"540821118","First Mid-Illinois Bancshares Inc","FMBH"
"2721515760","First Midwest Bancorp Inc","FMBI"
"11393202180","FMC Corp","FMC"
"416548679","Farmers National Banc Corp","FMNB"
"1654902850","Fabrinet","FN"
"4116961248","F.N.B. Corp","FNB"
"4116961248","F.N.B. Corp","FNBpE"
"163988039","FNCB Bancorp Inc","FNCB"
"2911499500","Floor & Decor Holdings Inc","FND"
"297898740","Federated National Holding Co","FNHC"
"148688395","Finjan Holdings Inc","FNJN"
"905399141","Funko Inc","FNKO"
"321008965","First Bancorp Inc","FNLC"
"1911226165","Finisar Corp","FNSR"
"163197569","First Northwest Bancorp","FNWB"
"1739111420","Ferro Corp","FOE"
"2234745000","Amicus Therapeutics Inc","FOLD"
"156876000","Fonar Corp","FONR"
"872892800","Forestar Group Inc","FOR"
"14321834","Forward Industries Inc","FORD"
"895141330","FormFactor Inc","FORM"
"771838000","Forrester Research Inc","FORR"
"976437380","Fossil Group Inc","FOSL"
"82349180000","Twenty-First Century Fox Inc","FOX"
"2335245600","Fox Factory Holding Corp","FOXF"
"4698000","FlexShopper Inc","FPAY"
"4698000","FlexShopper Inc","FPAYW"
"196879100","Farmland Partners Inc","FPI"
"196879100","Farmland Partners Inc","FPIpB"
"441352000","Five Prime Therapeutics Inc","FPRX"
"3871452000","First Industrial Realty Trust Inc","FR"
"1364728605","Keane Group Inc","FRAC"
"118192500","Francesca's Holdings Corp","FRAN"
"422372550","Republic First Bancorp Inc","FRBK"
"63155090","Friedman Industries Inc","FRD"
"82262400","Fred's Inc","FRED"
"791580071","Fiesta Restaurant Group Inc","FRGI"
"2221851672","First Merchants Corp","FRME"
"564082200","FRP Holdings Inc","FRPH"
"1265159008","Freshpet Inc","FRPT"
"85355926","Papa Murphy's Holdings Inc","FRSH"
"8957246500","Federal Realty Investment Trust","FRT"
"397132665","Forterra Inc","FRTA"
"8957246500","Federal Realty Investment Trust","FRTpC"
"560825618","Franklin Financial Network Inc","FSB"
"29750000","FSB Community Bankshares Inc","FSBC"
"201191000","FS Bancorp Inc","FSBW"
"1232976000","Forescout Technologies Inc","FSCT"
"159501155","First Savings Financial Group Inc","FSFG"
"17535600","Flexible Solutions International Inc","FSI"
"4873131760","First Solar Inc","FSLR"
"145620","Fusion Telecommunications International Inc","FSNN"
"508060000","Franklin Street Properties Corp","FSP"
"1532930000","Federal Signal Corp","FSS"
"197764200","L.B. Foster Co","FSTR"
"1472764432","Fortress Transportation and Infrastructure Investors LLC","FTAI"
"61127000","FTD Companies Inc","FTD"
"31143045","Fuel Tech Inc","FTEK"
"16855495","Future Fintech Group Inc","FTFT"
"14056522000","TechnipFMC PLC","FTI"
"127311800","Flotek Industries Inc","FTK"
"13815805000","Fortinet Inc","FTNT"
"526285370","Frontier Communications Corp","FTR"
"28669800000","Fortive Corp","FTV"
"28669800000","Fortive Corp","FTVpA"
"2466127400","HB Fuller Co","FUL"
"2986230360","Fulton Financial Corp","FULT"
"3030923610","Cedar Fair LP","FUN"
"135940000","First United Corp","FUNC"
"66256657","First US Bancshares Inc","FUSB"
"57350000","Arcimoto Inc","FUV"
"39710300","Five Star Senior Living Inc","FVE"
"11161800000","Liberty Media Corp","FWONA"
"11161800000","Liberty Media Corp","FWONK"
"1891317960","Forward Air Corp","FWRD"
"5510930259","Genpact Ltd","G"
"800670685","German American Bancorp Inc","GABC"
"275120000","Gaia Inc","GAIA"
"176056000","Galectin Therapeutics Inc","GALT"
"3257084160","GATX Corp","GATX"
"3708346698","Glacier Bancorp Inc","GBCI"
"667159850","GAMCO Investors Inc","GBL"
"543281340","Global Indemnity Ltd","GBLI"
"865800974","Guaranty Bancorp","GBNK"
"1519000","New Concept Energy Inc","GBR"
"1695932000","Global Blood Therapeutics Inc","GBT"
"1991955280","Greenbrier Companies Inc","GBX"
"340497150","GAIN Capital Holdings Inc","GCAP"
"268849634","Greene County Bancorp Inc","GCBC"
